pm2_5,city,co,pm10,level,o3,spider,rank,so2,date,aqi,no2
26 ,遵义,1 ,48 ,优,48 ,aqi,97 ,4 ,2016-04-06,48 ,35 
21 ,遵义,0.9 ,39 ,优,57 ,aqi,85 ,6 ,2016-04-07,49 ,39 
20 ,遵义,1 ,37 ,优,58 ,aqi,76 ,6 ,2016-04-08,50 ,40 
16 ,遵义,0.8 ,30 ,优,46 ,aqi,66 ,4 ,2016-04-09,45 ,36 
21 ,遵义,0.9 ,44 ,优,67 ,aqi,54 ,7 ,2016-04-10,48 ,38 
23 ,遵义,0.9 ,58 ,良,77 ,aqi,74 ,6 ,2016-04-11,54 ,40 
24 ,遵义,1 ,47 ,优,55 ,aqi,40 ,4 ,2016-04-12,49 ,39 
30 ,遵义,0.9 ,50 ,优,74 ,aqi,45 ,5 ,2016-04-13,50 ,35 
32 ,遵义,0.9 ,54 ,良,55 ,aqi,60 ,5 ,2016-04-14,52 ,35 
28 ,遵义,1 ,50 ,优,58 ,aqi,56 ,4 ,2016-04-15,50 ,34 
21 ,遵义,0.5 ,54 ,良,116 ,aqi,199 ,5 ,2016-04-16,64 ,30 
25 ,遵义,0.7 ,50 ,优,86 ,aqi,92 ,3 ,2016-04-17,50 ,32 
24 ,遵义,0.6 ,63 ,良,88 ,aqi,123 ,4 ,2016-04-18,57 ,30 
29 ,遵义,0.6 ,68 ,良,70 ,aqi,90 ,5 ,2016-04-19,59 ,26 
30 ,遵义,0.6 ,52 ,良,92 ,aqi,81 ,4 ,2016-04-20,51 ,28 
43 ,遵义,0.8 ,80 ,良,58 ,aqi,140 ,7 ,2016-04-21,65 ,48 
41 ,遵义,0.7 ,65 ,良,47 ,aqi,102 ,4 ,2016-04-22,58 ,42 
55 ,遵义,1.1 ,106 ,良,102 ,aqi,158 ,36 ,2016-03-01,78 ,53 
26 ,遵义,0.6 ,40 ,优,88 ,aqi,51 ,4 ,2016-04-23,44 ,28 
23 ,遵义,0.6 ,37 ,优,52 ,aqi,32 ,2 ,2016-04-24,40 ,32 
70 ,遵义,1.1 ,114 ,良,113 ,aqi,167 ,35 ,2016-03-02,94 ,53 
96 ,遵义,1 ,118 ,轻度污染,90 ,aqi,258 ,16 ,2016-03-03,127 ,38 
28 ,遵义,0.7 ,40 ,优,56 ,aqi,29 ,4 ,2016-04-25,40 ,30 
28 ,遵义,0.7 ,58 ,良,76 ,aqi,113 ,5 ,2016-04-26,54 ,34 
70 ,遵义,1 ,98 ,良,73 ,aqi,160 ,16 ,2016-03-04,94 ,32 
32 ,遵义,0.8 ,49 ,优,95 ,aqi,28 ,12 ,2016-03-05,49 ,26 
45 ,遵义,0.8 ,87 ,良,115 ,aqi,171 ,9 ,2016-04-27,69 ,42 
43 ,遵义,0.7 ,83 ,良,50 ,aqi,113 ,6 ,2016-04-28,67 ,48 
34 ,遵义,0.9 ,53 ,良,88 ,aqi,25 ,14 ,2016-03-06,52 ,23 
58 ,遵义,0.9 ,89 ,良,90 ,aqi,159 ,16 ,2016-03-07,79 ,33 
35 ,遵义,0.6 ,63 ,良,79 ,aqi,48 ,4 ,2016-04-29,57 ,34 
48 ,遵义,0.8 ,82 ,良,70 ,aqi,88 ,7 ,2016-04-30,67 ,40 
45 ,遵义,0.9 ,60 ,良,92 ,aqi,209 ,9 ,2016-03-08,63 ,28 
13 ,遵义,0.7 ,22 ,优,62 ,aqi,28 ,4 ,2016-03-09,31 ,21 
20 ,遵义,0.7 ,31 ,优,86 ,aqi,107 ,5 ,2016-03-10,43 ,18 
42 ,遵义,0.9 ,57 ,良,76 ,aqi,141 ,9 ,2016-03-11,59 ,21 
60 ,遵义,1.1 ,82 ,良,64 ,aqi,197 ,11 ,2016-03-12,82 ,30 
54 ,遵义,1 ,78 ,良,51 ,aqi,196 ,19 ,2016-03-13,74 ,32 
57 ,遵义,1 ,100 ,良,94 ,aqi,156 ,26 ,2016-03-14,78 ,40 
57 ,遵义,0.9 ,91 ,良,96 ,aqi,141 ,18 ,2016-03-15,78 ,28 
65 ,遵义,1.1 ,88 ,良,68 ,aqi,171 ,9 ,2016-03-16,88 ,28 
49 ,遵义,1.2 ,76 ,良,51 ,aqi,104 ,13 ,2016-03-17,68 ,40 
64 ,遵义,1.3 ,97 ,良,109 ,aqi,157 ,15 ,2016-03-18,87 ,39 
65 ,遵义,1.1 ,103 ,良,86 ,aqi,167 ,15 ,2016-03-19,88 ,35 
43 ,遵义,1.1 ,67 ,良,82 ,aqi,64 ,8 ,2016-03-20,60 ,30 
25 ,遵义,1.1 ,37 ,优,76 ,aqi,12 ,5 ,2016-03-21,38 ,28 
16 ,遵义,1 ,26 ,优,58 ,aqi,13 ,7 ,2016-03-22,32 ,25 
21 ,遵义,0.9 ,34 ,优,79 ,aqi,50 ,5 ,2016-03-23,40 ,26 
58 ,遵义,0.8 ,82 ,良,101 ,aqi,308 ,6 ,2016-03-24,79 ,26 
56 ,遵义,1 ,78 ,良,116 ,aqi,264 ,10 ,2016-03-25,77 ,30 
52 ,遵义,1.1 ,82 ,良,86 ,aqi,165 ,14 ,2016-03-26,72 ,45 
51 ,遵义,1 ,82 ,良,66 ,aqi,138 ,14 ,2016-03-27,70 ,38 
53 ,遵义,1 ,84 ,良,58 ,aqi,117 ,19 ,2016-03-28,73 ,35 
70 ,遵义,1.1 ,99 ,良,48 ,aqi,257 ,9 ,2016-03-29,94 ,42 
37 ,遵义,1 ,64 ,良,106 ,aqi,47 ,10 ,2016-03-30,57 ,36 
60 ,遵义,1.2 ,92 ,良,48 ,aqi,180 ,14 ,2016-03-31,82 ,50 
50 ,遵义,1.2 ,58 ,良,62 ,aqi,150 ,24 ,2016-02-01,69 ,26 
68 ,遵义,1 ,77 ,良,66 ,aqi,172 ,27 ,2016-02-02,92 ,25 
60 ,遵义,0.8 ,70 ,良,66 ,aqi,128 ,26 ,2016-02-03,82 ,25 
77 ,遵义,1.1 ,100 ,轻度污染,58 ,aqi,230 ,38 ,2016-02-04,103 ,39 
58 ,遵义,1.2 ,78 ,良,61 ,aqi,203 ,32 ,2016-02-05,79 ,34 
58 ,遵义,1.1 ,70 ,良,75 ,aqi,250 ,30 ,2016-02-06,79 ,32 
80 ,遵义,1.2 ,86 ,轻度污染,92 ,aqi,264 ,42 ,2016-02-07,107 ,34 
206 ,遵义,1.5 ,236 ,重度污染,48 ,aqi,321 ,88 ,2016-02-08,256 ,42 
74 ,遵义,1.3 ,84 ,良,100 ,aqi,238 ,55 ,2016-02-09,99 ,35 
51 ,遵义,1 ,60 ,良,108 ,aqi,165 ,37 ,2016-02-10,70 ,29 
63 ,遵义,1 ,75 ,良,97 ,aqi,222 ,30 ,2016-02-11,85 ,28 
71 ,遵义,0.8 ,72 ,良,102 ,aqi,237 ,19 ,2016-02-12,95 ,22 
103 ,遵义,0.8 ,110 ,轻度污染,110 ,aqi,357 ,14 ,2016-02-13,135 ,19 
16 ,遵义,0.4 ,17 ,优,55 ,aqi,11 ,4 ,2016-02-14,28 ,13 
19 ,遵义,0.6 ,30 ,优,63 ,aqi,42 ,11 ,2016-02-15,32 ,17 
36 ,遵义,0.8 ,54 ,良,56 ,aqi,164 ,23 ,2016-02-16,52 ,28 
54 ,遵义,1 ,74 ,良,52 ,aqi,261 ,39 ,2016-02-17,74 ,37 
65 ,遵义,1.1 ,85 ,良,69 ,aqi,261 ,42 ,2016-02-18,88 ,39 
80 ,遵义,1 ,98 ,轻度污染,72 ,aqi,248 ,44 ,2016-02-19,107 ,46 
68 ,遵义,1 ,85 ,良,57 ,aqi,234 ,26 ,2016-02-20,92 ,41 
59 ,遵义,0.8 ,95 ,良,83 ,aqi,145 ,23 ,2016-02-21,80 ,27 
57 ,遵义,1 ,70 ,良,62 ,aqi,195 ,17 ,2016-02-22,78 ,30 
36 ,遵义,0.7 ,40 ,良,69 ,aqi,114 ,9 ,2016-02-23,52 ,27 
56 ,遵义,0.8 ,80 ,良,72 ,aqi,224 ,21 ,2016-02-24,77 ,32 
58 ,遵义,1 ,79 ,良,44 ,aqi,212 ,25 ,2016-02-25,79 ,49 
54 ,遵义,1 ,84 ,良,74 ,aqi,193 ,31 ,2016-02-26,74 ,44 
71 ,遵义,1.2 ,112 ,良,88 ,aqi,274 ,53 ,2016-02-27,95 ,50 
70 ,遵义,1 ,106 ,良,112 ,aqi,254 ,46 ,2016-02-28,94 ,48 
80 ,遵义,1.1 ,117 ,轻度污染,121 ,aqi,306 ,37 ,2016-02-29,107 ,50 
77 ,遵义,0.9 ,113 ,轻度污染,57 ,aqi,153 ,36 ,2016-01-01,103 ,48 
137 ,遵义,1.5 ,189 ,中度污染,17 ,aqi,266 ,56 ,2016-01-02,182 ,54 
133 ,遵义,1.3 ,171 ,中度污染,15 ,aqi,254 ,47 ,2016-01-03,176 ,47 
80 ,遵义,1 ,109 ,轻度污染,72 ,aqi,187 ,23 ,2016-01-04,107 ,34 
80 ,遵义,1 ,106 ,轻度污染,62 ,aqi,271 ,30 ,2016-01-05,107 ,37 
42 ,遵义,1 ,55 ,良,41 ,aqi,129 ,17 ,2016-01-06,59 ,28 
23 ,遵义,1.4 ,34 ,优,33 ,aqi,22 ,12 ,2016-01-07,36 ,26 
24 ,遵义,1.1 ,34 ,优,36 ,aqi,20 ,14 ,2016-01-08,35 ,24 
20 ,遵义,0.9 ,31 ,优,39 ,aqi,11 ,14 ,2016-01-09,32 ,25 
49 ,遵义,1.1 ,74 ,良,26 ,aqi,135 ,38 ,2016-01-10,68 ,35 
43 ,遵义,1.2 ,59 ,良,41 ,aqi,159 ,25 ,2016-01-11,60 ,34 
26 ,遵义,0.9 ,40 ,优,52 ,aqi,63 ,17 ,2016-01-12,40 ,23 
29 ,遵义,1 ,38 ,优,43 ,aqi,33 ,15 ,2016-01-13,42 ,23 
38 ,遵义,1.2 ,60 ,良,28 ,aqi,68 ,23 ,2016-01-14,55 ,32 
38 ,遵义,1.2 ,53 ,良,38 ,aqi,74 ,23 ,2016-01-15,54 ,27 
38 ,遵义,1.2 ,56 ,良,34 ,aqi,68 ,22 ,2016-01-16,54 ,31 
46 ,遵义,1.2 ,63 ,良,74 ,aqi,135 ,30 ,2016-01-17,64 ,37 
57 ,遵义,1.1 ,84 ,良,51 ,aqi,191 ,36 ,2016-01-18,78 ,39 
60 ,遵义,0.9 ,78 ,良,54 ,aqi,164 ,21 ,2016-01-19,82 ,28 
35 ,遵义,1 ,46 ,优,54 ,aqi,45 ,13 ,2016-01-20,50 ,25 
24 ,遵义,0.9 ,34 ,优,43 ,aqi,33 ,15 ,2016-01-21,35 ,23 
26 ,遵义,0.7 ,38 ,优,41 ,aqi,72 ,16 ,2016-01-22,38 ,24 
52 ,遵义,0.7 ,63 ,良,68 ,aqi,271 ,22 ,2016-01-23,72 ,21 
26 ,遵义,0.6 ,38 ,优,64 ,aqi,23 ,16 ,2016-01-24,38 ,16 
34 ,遵义,0.7 ,52 ,良,62 ,aqi,59 ,26 ,2016-01-25,51 ,23 
44 ,遵义,0.8 ,67 ,良,55 ,aqi,105 ,34 ,2016-01-26,62 ,28 
64 ,遵义,0.9 ,95 ,良,48 ,aqi,183 ,25 ,2016-01-27,87 ,30 
40 ,遵义,0.9 ,60 ,良,36 ,aqi,86 ,14 ,2016-01-28,57 ,28 
64 ,遵义,1 ,80 ,良,47 ,aqi,223 ,25 ,2016-01-29,87 ,33 
55 ,遵义,1 ,68 ,良,47 ,aqi,204 ,18 ,2016-01-30,75 ,26 
32 ,遵义,1.1 ,41 ,优,44 ,aqi,78 ,12 ,2016-01-31,46 ,30 
39 ,遵义,0.9 ,52 ,良,27 ,aqi,60 ,14 ,2015-12-01,55 ,32 
30 ,遵义,0.6 ,49 ,优,41 ,aqi,50 ,14 ,2015-12-02,49 ,33 
42 ,遵义,0.6 ,77 ,良,33 ,aqi,199 ,28 ,2015-12-03,64 ,34 
26 ,遵义,0.5 ,38 ,优,49 ,aqi,51 ,10 ,2015-12-04,38 ,23 
34 ,遵义,0.7 ,54 ,良,44 ,aqi,138 ,25 ,2015-12-05,52 ,35 
33 ,遵义,0.7 ,51 ,良,37 ,aqi,118 ,20 ,2015-12-06,51 ,31 
44 ,遵义,0.9 ,80 ,良,41 ,aqi,143 ,34 ,2015-12-07,65 ,47 
34 ,遵义,0.6 ,49 ,优,48 ,aqi,66 ,14 ,2015-12-08,49 ,23 
59 ,遵义,0.7 ,90 ,良,39 ,aqi,169 ,26 ,2015-12-09,80 ,34 
87 ,遵义,0.9 ,123 ,轻度污染,46 ,aqi,242 ,35 ,2015-12-10,115 ,38 
33 ,遵义,0.6 ,44 ,优,48 ,aqi,72 ,19 ,2015-12-11,48 ,24 
17 ,遵义,0.8 ,26 ,优,41 ,aqi,12 ,15 ,2015-12-12,33 ,26 
26 ,遵义,1.2 ,49 ,优,26 ,aqi,74 ,15 ,2015-12-13,49 ,31 
23 ,遵义,1.1 ,40 ,优,24 ,aqi,34 ,11 ,2015-12-14,40 ,27 
15 ,遵义,0.5 ,20 ,优,48 ,aqi,1 ,8 ,2015-12-15,25 ,20 
27 ,遵义,0.6 ,55 ,良,50 ,aqi,138 ,25 ,2015-12-16,53 ,32 
34 ,遵义,0.6 ,58 ,良,59 ,aqi,127 ,25 ,2015-12-17,54 ,30 
34 ,遵义,0.5 ,56 ,良,65 ,aqi,63 ,35 ,2015-12-18,53 ,27 
48 ,遵义,0.6 ,72 ,良,48 ,aqi,109 ,19 ,2015-12-19,67 ,30 
60 ,遵义,0.8 ,76 ,良,34 ,aqi,133 ,32 ,2015-12-20,82 ,34 
51 ,遵义,0.9 ,67 ,良,27 ,aqi,79 ,23 ,2015-12-21,70 ,32 
32 ,遵义,0.8 ,49 ,优,13 ,aqi,17 ,15 ,2015-12-22,49 ,28 
24 ,遵义,0.9 ,32 ,优,21 ,aqi,7 ,13 ,2015-12-23,35 ,28 
58 ,遵义,0.9 ,82 ,良,46 ,aqi,153 ,23 ,2015-12-24,79 ,34 
68 ,遵义,1.1 ,94 ,良,39 ,aqi,193 ,37 ,2015-12-25,92 ,44 
110 ,遵义,1.6 ,167 ,轻度污染,18 ,aqi,292 ,74 ,2015-12-26,144 ,60 
94 ,遵义,1.4 ,128 ,轻度污染,54 ,aqi,309 ,42 ,2015-12-27,124 ,50 
63 ,遵义,1 ,86 ,良,44 ,aqi,179 ,29 ,2015-12-28,85 ,40 
87 ,遵义,1.2 ,118 ,轻度污染,47 ,aqi,209 ,35 ,2015-12-29,115 ,47 
83 ,遵义,1.3 ,109 ,轻度污染,16 ,aqi,165 ,38 ,2015-12-30,110 ,52 
55 ,遵义,0.8 ,74 ,良,67 ,aqi,104 ,33 ,2015-12-31,75 ,39 
65 ,遵义,1.2 ,105 ,良,46 ,aqi,279 ,12 ,2015-11-01,88 ,37 
46 ,遵义,0.9 ,78 ,良,53 ,aqi,129 ,12 ,2015-11-02,64 ,31 
46 ,遵义,0.9 ,77 ,良,46 ,aqi,87 ,20 ,2015-11-03,64 ,31 
46 ,遵义,1 ,68 ,良,37 ,aqi,97 ,9 ,2015-11-04,64 ,29 
42 ,遵义,0.8 ,69 ,良,63 ,aqi,114 ,19 ,2015-11-05,60 ,25 
43 ,遵义,1.1 ,89 ,良,64 ,aqi,260 ,27 ,2015-11-06,70 ,34 
52 ,遵义,1.1 ,105 ,良,75 ,aqi,295 ,28 ,2015-11-07,78 ,38 
51 ,遵义,0.9 ,80 ,良,84 ,aqi,213 ,14 ,2015-11-08,70 ,20 
31 ,遵义,0.9 ,49 ,优,55 ,aqi,69 ,11 ,2015-11-09,49 ,17 
33 ,遵义,1.1 ,57 ,良,58 ,aqi,94 ,12 ,2015-11-10,54 ,20 
17 ,遵义,1.3 ,28 ,优,43 ,aqi,21 ,8 ,2015-11-11,33 ,19 
15 ,遵义,1 ,26 ,优,35 ,aqi,8 ,9 ,2015-11-12,26 ,18 
19 ,遵义,1 ,33 ,优,40 ,aqi,31 ,11 ,2015-11-13,33 ,19 
23 ,遵义,0.9 ,44 ,优,28 ,aqi,58 ,20 ,2015-11-14,44 ,23 
29 ,遵义,0.9 ,51 ,良,25 ,aqi,73 ,21 ,2015-11-15,51 ,28 
22 ,遵义,0.7 ,38 ,优,18 ,aqi,44 ,13 ,2015-11-16,38 ,24 
17 ,遵义,0.8 ,28 ,优,17 ,aqi,14 ,11 ,2015-11-17,28 ,20 
20 ,遵义,0.9 ,31 ,优,22 ,aqi,11 ,13 ,2015-11-18,31 ,21 
18 ,遵义,1.2 ,30 ,优,21 ,aqi,9 ,13 ,2015-11-19,31 ,21 
18 ,遵义,1.1 ,31 ,优,19 ,aqi,13 ,15 ,2015-11-20,32 ,25 
18 ,遵义,0.9 ,35 ,优,38 ,aqi,18 ,19 ,2015-11-21,35 ,22 
26 ,遵义,0.8 ,53 ,良,32 ,aqi,157 ,20 ,2015-11-22,52 ,30 
26 ,遵义,0.9 ,47 ,优,43 ,aqi,146 ,17 ,2015-11-23,47 ,22 
20 ,遵义,0.9 ,34 ,优,30 ,aqi,72 ,10 ,2015-11-24,34 ,23 
22 ,遵义,0.9 ,43 ,优,19 ,aqi,98 ,22 ,2015-11-25,43 ,31 
38 ,遵义,1 ,64 ,良,39 ,aqi,179 ,23 ,2015-11-26,57 ,27 
33 ,遵义,0.6 ,50 ,优,44 ,aqi,68 ,19 ,2015-11-27,50 ,19 
44 ,遵义,0.8 ,70 ,良,27 ,aqi,94 ,29 ,2015-11-28,62 ,34 
49 ,遵义,0.9 ,82 ,良,57 ,aqi,111 ,39 ,2015-11-29,68 ,38 
68 ,遵义,1 ,107 ,良,31 ,aqi,196 ,31 ,2015-11-30,92 ,41 
32 ,遵义,0.8 ,65 ,良,44 ,aqi,176 ,8 ,2015-10-01,58 ,28 
19 ,遵义,0.7 ,54 ,良,71 ,aqi,82 ,9 ,2015-10-02,52 ,24 
30 ,遵义,0.6 ,61 ,良,72 ,aqi,122 ,8 ,2015-10-03,56 ,25 
26 ,遵义,0.7 ,48 ,优,63 ,aqi,96 ,7 ,2015-10-04,48 ,22 
17 ,遵义,0.8 ,30 ,优,43 ,aqi,28 ,6 ,2015-10-05,30 ,23 
17 ,遵义,0.9 ,37 ,优,31 ,aqi,35 ,8 ,2015-10-06,37 ,29 
19 ,遵义,0.8 ,44 ,优,50 ,aqi,96 ,9 ,2015-10-07,44 ,29 
34 ,遵义,0.9 ,68 ,良,32 ,aqi,235 ,9 ,2015-10-08,59 ,35 
39 ,遵义,0.9 ,57 ,良,62 ,aqi,158 ,11 ,2015-10-09,55 ,31 
41 ,遵义,0.8 ,69 ,良,60 ,aqi,210 ,11 ,2015-10-10,60 ,30 
40 ,遵义,0.8 ,90 ,良,75 ,aqi,235 ,11 ,2015-10-11,70 ,35 
45 ,遵义,0.9 ,101 ,良,65 ,aqi,215 ,10 ,2015-10-12,76 ,38 
45 ,遵义,0.9 ,100 ,良,66 ,aqi,153 ,13 ,2015-10-13,75 ,43 
62 ,遵义,0.9 ,136 ,良,91 ,aqi,173 ,17 ,2015-10-14,93 ,49 
60 ,遵义,0.9 ,142 ,良,86 ,aqi,178 ,17 ,2015-10-15,96 ,48 
45 ,遵义,0.8 ,107 ,良,79 ,aqi,105 ,15 ,2015-10-16,79 ,39 
55 ,遵义,0.9 ,109 ,良,78 ,aqi,124 ,28 ,2015-10-17,80 ,41 
53 ,遵义,0.9 ,88 ,良,55 ,aqi,144 ,8 ,2015-10-18,73 ,35 
45 ,遵义,0.8 ,81 ,良,66 ,aqi,94 ,11 ,2015-10-19,66 ,33 
55 ,遵义,1 ,106 ,良,67 ,aqi,145 ,10 ,2015-10-20,78 ,40 
56 ,遵义,0.8 ,111 ,良,87 ,aqi,187 ,11 ,2015-10-21,81 ,36 
60 ,遵义,0.8 ,100 ,良,110 ,aqi,190 ,15 ,2015-10-22,82 ,31 
64 ,遵义,0.9 ,103 ,良,94 ,aqi,185 ,14 ,2015-10-23,87 ,29 
53 ,遵义,0.7 ,85 ,良,86 ,aqi,158 ,8 ,2015-10-24,73 ,19 
52 ,遵义,0.8 ,84 ,良,89 ,aqi,206 ,9 ,2015-10-25,72 ,21 
52 ,遵义,0.8 ,85 ,良,85 ,aqi,205 ,12 ,2015-10-26,72 ,29 
28 ,遵义,0.9 ,55 ,良,49 ,aqi,108 ,5 ,2015-10-27,53 ,24 
24 ,遵义,1 ,45 ,优,37 ,aqi,64 ,4 ,2015-10-28,45 ,22 
25 ,遵义,0.7 ,52 ,良,56 ,aqi,116 ,6 ,2015-10-29,51 ,25 
22 ,遵义,0.7 ,39 ,优,45 ,aqi,51 ,4 ,2015-10-30,39 ,19 
62 ,遵义,0.8 ,89 ,良,54 ,aqi,285 ,8 ,2015-10-31,84 ,26 
43 ,遵义,0.8 ,96 ,良,111 ,aqi,241 ,10 ,2015-09-01,73 ,36 
60 ,遵义,0.9 ,111 ,良,104 ,aqi,285 ,9 ,2015-09-02,82 ,33 
39 ,遵义,1 ,64 ,良,81 ,aqi,182 ,4 ,2015-09-03,57 ,16 
14 ,遵义,0.9 ,38 ,优,72 ,aqi,68 ,7 ,2015-09-04,38 ,17 
22 ,遵义,1.1 ,60 ,良,57 ,aqi,226 ,10 ,2015-09-05,55 ,28 
10 ,遵义,0.9 ,24 ,优,40 ,aqi,29 ,5 ,2015-09-06,33 ,26 
19 ,遵义,0.8 ,45 ,优,72 ,aqi,68 ,7 ,2015-09-07,45 ,21 
41 ,遵义,1 ,68 ,良,70 ,aqi,148 ,5 ,2015-09-08,59 ,22 
47 ,遵义,0.9 ,74 ,良,69 ,aqi,196 ,4 ,2015-09-09,65 ,16 
26 ,遵义,0.8 ,45 ,优,58 ,aqi,111 ,7 ,2015-09-10,45 ,17 
16 ,遵义,0.7 ,35 ,优,59 ,aqi,42 ,10 ,2015-09-11,35 ,18 
11 ,遵义,0.5 ,35 ,优,70 ,aqi,37 ,5 ,2015-09-12,35 ,22 
26 ,遵义,0.6 ,59 ,良,75 ,aqi,131 ,7 ,2015-09-13,55 ,27 
32 ,遵义,0.7 ,83 ,良,84 ,aqi,176 ,8 ,2015-09-14,67 ,35 
44 ,遵义,0.8 ,88 ,良,65 ,aqi,188 ,9 ,2015-09-15,69 ,35 
43 ,遵义,0.8 ,84 ,良,105 ,aqi,168 ,8 ,2015-09-16,67 ,34 
60 ,遵义,0.9 ,101 ,良,92 ,aqi,224 ,8 ,2015-09-17,82 ,37 
39 ,遵义,0.8 ,59 ,良,50 ,aqi,92 ,6 ,2015-09-18,55 ,31 
22 ,遵义,0.9 ,43 ,优,37 ,aqi,64 ,6 ,2015-09-19,43 ,34 
21 ,遵义,0.8 ,39 ,优,69 ,aqi,57 ,4 ,2015-09-20,39 ,21 
17 ,遵义,0.6 ,45 ,优,69 ,aqi,80 ,12 ,2015-08-01,45 ,17 
32 ,遵义,0.8 ,56 ,良,71 ,aqi,118 ,5 ,2015-09-21,53 ,21 
34 ,遵义,1 ,57 ,良,61 ,aqi,134 ,6 ,2015-09-22,54 ,31 
15 ,遵义,0.6 ,43 ,优,69 ,aqi,73 ,14 ,2015-08-02,43 ,17 
12 ,遵义,0.5 ,43 ,优,64 ,aqi,79 ,12 ,2015-08-03,43 ,16 
29 ,遵义,1 ,58 ,良,55 ,aqi,158 ,5 ,2015-09-23,54 ,25 
23 ,遵义,1 ,49 ,优,51 ,aqi,115 ,10 ,2015-09-24,49 ,25 
16 ,遵义,0.6 ,37 ,优,59 ,aqi,47 ,13 ,2015-08-04,37 ,17 
15 ,遵义,0.7 ,40 ,优,69 ,aqi,39 ,12 ,2015-08-05,40 ,20 
18 ,遵义,0.8 ,41 ,优,43 ,aqi,69 ,5 ,2015-09-25,41 ,27 
17 ,遵义,0.8 ,36 ,优,47 ,aqi,41 ,3 ,2015-09-26,36 ,18 
28 ,遵义,0.7 ,73 ,良,88 ,aqi,168 ,15 ,2015-08-06,62 ,25 
18 ,遵义,0.6 ,48 ,优,70 ,aqi,105 ,5 ,2015-08-07,48 ,21 
22 ,遵义,0.5 ,56 ,良,104 ,aqi,177 ,5 ,2015-08-08,54 ,22 
20 ,遵义,0.8 ,38 ,优,38 ,aqi,51 ,6 ,2015-09-27,38 ,21 
18 ,遵义,0.9 ,31 ,优,24 ,aqi,28 ,7 ,2015-09-28,34 ,27 
43 ,遵义,0.9 ,75 ,良,65 ,aqi,230 ,5 ,2015-09-29,63 ,28 
33 ,遵义,0.5 ,61 ,良,88 ,aqi,215 ,8 ,2015-08-09,56 ,20 
37 ,遵义,0.6 ,67 ,良,101 ,aqi,240 ,7 ,2015-08-10,59 ,26 
49 ,遵义,1 ,101 ,良,64 ,aqi,288 ,9 ,2015-09-30,76 ,33 
31 ,遵义,0.6 ,70 ,良,72 ,aqi,213 ,4 ,2015-08-11,60 ,27 
18 ,遵义,0.5 ,40 ,优,79 ,aqi,41 ,5 ,2015-08-12,40 ,17 
20 ,遵义,0.5 ,53 ,良,83 ,aqi,95 ,7 ,2015-08-13,52 ,19 
27 ,遵义,0.8 ,73 ,良,102 ,aqi,172 ,6 ,2015-08-14,62 ,26 
28 ,遵义,0.7 ,71 ,良,79 ,aqi,170 ,5 ,2015-08-15,61 ,27 
14 ,遵义,0.8 ,41 ,优,60 ,aqi,61 ,3 ,2015-08-16,41 ,23 
14 ,遵义,0.8 ,38 ,优,39 ,aqi,48 ,4 ,2015-08-17,38 ,20 
9 ,遵义,0.7 ,24 ,优,62 ,aqi,24 ,5 ,2015-08-18,31 ,22 
8 ,遵义,0.6 ,22 ,优,77 ,aqi,37 ,5 ,2015-08-19,39 ,21 
8 ,遵义,0.7 ,34 ,优,84 ,aqi,47 ,6 ,2015-08-20,42 ,24 
21 ,遵义,0.7 ,65 ,良,111 ,aqi,160 ,11 ,2015-08-21,60 ,37 
32 ,遵义,0.7 ,89 ,良,129 ,aqi,216 ,10 ,2015-08-22,75 ,41 
35 ,遵义,0.7 ,89 ,良,116 ,aqi,194 ,10 ,2015-08-23,70 ,35 
41 ,遵义,0.7 ,89 ,良,107 ,aqi,206 ,8 ,2015-08-24,70 ,34 
28 ,遵义,0.6 ,46 ,优,80 ,aqi,62 ,3 ,2015-08-25,46 ,27 
37 ,遵义,0.8 ,61 ,良,73 ,aqi,109 ,7 ,2015-08-26,56 ,23 
25 ,遵义,0.8 ,47 ,优,54 ,aqi,64 ,3 ,2015-08-27,47 ,27 
16 ,遵义,0.8 ,38 ,优,61 ,aqi,47 ,4 ,2015-08-28,39 ,31 
33 ,遵义,0.9 ,75 ,良,64 ,aqi,157 ,7 ,2015-08-29,63 ,37 
43 ,遵义,0.8 ,86 ,良,104 ,aqi,181 ,7 ,2015-08-30,68 ,39 
40 ,遵义,0.9 ,93 ,良,98 ,aqi,228 ,8 ,2015-08-31,72 ,43 
13 ,遵义,0.8 ,36 ,优,55 ,aqi,39 ,7 ,2015-07-01,36 ,23 
23 ,遵义,0.9 ,56 ,良,55 ,aqi,147 ,8 ,2015-07-02,53 ,33 
25 ,遵义,0.8 ,49 ,优,57 ,aqi,136 ,5 ,2015-07-03,49 ,29 
18 ,遵义,0.6 ,38 ,优,76 ,aqi,53 ,5 ,2015-07-04,38 ,22 
18 ,遵义,0.7 ,38 ,优,62 ,aqi,54 ,9 ,2015-07-05,38 ,31 
18 ,遵义,0.8 ,44 ,良,105 ,aqi,128 ,7 ,2015-07-06,54 ,31 
33 ,遵义,0.8 ,75 ,良,126 ,aqi,214 ,14 ,2015-07-07,72 ,37 
34 ,遵义,0.8 ,74 ,良,142 ,aqi,237 ,7 ,2015-07-08,85 ,31 
52 ,遵义,0.8 ,114 ,良,139 ,aqi,245 ,7 ,2015-07-09,83 ,37 
54 ,遵义,0.8 ,100 ,良,130 ,aqi,227 ,9 ,2015-07-10,75 ,29 
